,0,1
Damurhuda,,
Santa Elena del Opon,,
Sai Buri ((District)),,
Bilis Qooqaani,,
Kharlachi,,
Brcko,,
Chilpancingo,,
Munchingput,,
Cerro De Pasco,,
Maftulah,,
Pindyali,,
Jhal Magsi,,
Behsud,,
Lower Dir,,
Bayog,,
Fino,,
Bagan,,
Spin Ghbarg,,
Boksburg,,
Ash Shihr,,
Bishenpur district,,
Omerli,,
Bukhtiarabad,,
Al-Shadadi,,
Bawizah,,
Bhairamgarh,,
Bitaugan,,
Tizi Ghenif,,
Malimono,,
El Tumbador,,
Derriaghy,,
L'Aquila,,
Pelaya district,,
Balghali,,
Gatumba,,
Al Fashir,,
Coracora,,
Hamadan,,
Darra Pezu,,
Kafr Nabl,,
Chisinau,,
Panbari,,
Vakarai,,
Briceno,,
Ntuzuma,,
Suntah,,
Sajariyah,,
Sariaya,,
Gramkan,,
Sayid Karam district,,
Karranah,,
Ghanikhel,,
Parma,,
Barpeta district,,
Barbacoas district,,
Krong Pi Nung district,,
Volklingen,,
Dayr al Balah,,
Yumbis,,
Lafey,,
Baabda,,
Tulum,,
Muna Gari,,
Cyangugu,,
Fresco,,
Nazareth,,
Garo Hills,,
Al-Ali,,
Boulaba,,
El Roble,,
Khammam district,,
Dyshne-Vedeno,,
Alipurduar,,
Madre Mia,,
Pforzheim,,
Monte Limar,,
Musulmani,,
Mill Valley,,
Burgi,,
Mithri,,
Mai Kaen district,,
Madadeni,,
Sirvan,,
Yolombo,,
Guentis,,
Rama Mandi,,
Kibirizi,,
Bakhdida,,
La Concepcion,,
Oyskhara,,
Tumaco district,,
Rajgal,,
Bukit,,
Maatkas,,
Walasmulla,,
Anantnag District,,
Mymemsingh,,
Nes Ziyyona,,
El Calvario,,
Qalqiliya,,
Kafr Falous,,
Gubio,,
Imaghninene,,
Khewa,,
Zaqatala,,
Bagrami district,,
Huatasani,,
Montemor-o-Novo,,
Masayi district,,
Rshaf,,
Palmayoc,,
Kuma,,
Jangal,,
Pinga,,
Worcester,,
Ilado,,
Lutsk,,
Nepalgunj,,
Waygal,,
Arcata,,
Maruthamunai,,
Bhejji,,
Pipra,,
Khemis El-Khechna,,
Chabahar,,
Mirandilla,,
Tete,,
Ain Issa,,
Lingayen,,
Datu Saudi-Ampatuan district,,
Shumy,,
Kismayo district,,
Pachir Wa Agam district,,
Bor district,,
Bornova,,
Sitapala,,
El Cobre,,
Makhu,,
Boukadir,,
Matnog,,
Cinco Pinos,,
Tablu,,
Adzope,,
Danlag,,
Kalilangan,,
Wuhan,,
Laggala,,
Patzun,,
Tantamayo,,
Lakhipur,,
Hassi Bahbah,,
El Ventarron,,
Tuao,,
Sengana,,
Raga,,
Znamenskoye,,
Puerto Caicedo,,
Palhalan,,
Periyakulam,,
Kidapawan City,,
Khwaja Orya,,
Chapagedda,,
Nartkala,,
Siraha,,
Wajihiyah district,,
Akcay,,
Panjab district,,
Callejon de Huaylas,,
Paghman,,
Kharwar district,,
Cervantes,,
Tuquerres,,
Abonema,,
Coromoro district,,
Maiaca,,
Saqqez,,
Guayama,,
Bongabon,,
Barwal,,
La Mascota,,
Yehud,,
Udayn district,,
Murakati,,
Dax,,
Wazir Manda,,
Dialgam,,
Mius,,
Pilibhit,,
Panjwayi,,
Douentza,,
Nancefield,,
Ceel Garas,,
Sirpur,,
Tarako,,
Faridpur,,
Kundasi,,
Zvornik,,
Mullazai,,
Krenuwa,,
Chermen,,
Kafr al-Zayat,,
Mayoc,,
Giridih,,
Ngakobo,,
Hungduan,,
Chamchamal,,
Evreux,,
Eglinton,,
Shah Mansour,,
Sittwe,,
Jicaro,,
Zango,,
Ngimi district,,
Herhanj,,
Rabia,,
Sequeslambra,,
Ganjabad,populated place,0.0
Ciudad Vieja,second-order administrative division,25696.0
Alldays,airport,0.0
Pir Baba,populated place,0.0
Bayugan,populated place,40561.0
Mahmudiyah district,second-order administrative division,0.0
Guroymak,second-order administrative division,45899.0
Nongalbibra,,
Kamoke,populated place,199531.0
Kenilworth,park,0.0
Cutibereni,,
Santa Maria Ostuma,populated place,0.0
Leioa,populated place,31197.0
Gulbahar,section of populated place,0.0
Koro,sea,0.0
Somotillo district,,
Dilli,seat of a first-order administrative division,10927986.0
Markanar,populated place,0.0
Kirovske,second-order administrative division,51244.0
La Fonseca,second-order administrative division,26831.0
Eureka,second-order administrative division,1987.0
Gourma Rharous,second-order administrative division,111386.0
Mata Khan district,,
Oklahoma City,seat of a first-order administrative division,631346.0
Jaji,political entity,90812.0
Kaliachak,populated place,0.0
Kalabalge district,,
Maidani,populated place,0.0
Maradah,populated place,2229.0
Milihoi,,
Jiangmeng,populated place,0.0
El Salitre,populated place,0.0
Aylsham,populated place,6016.0
Maheshpur,second-order administrative division,0.0
Chundikulam,reserve,0.0
Wadi Feiran,wadi,0.0
Tarout,ridge(s),0.0
Jalpaiguri,second-order administrative division,3872846.0
Sarwan Kala,area,0.0
Vadamarachchi,,
Khas Kunar,locality,0.0
Oued Slama,wadi,0.0
Mende,seat of a second-order administrative division,14837.0
West Point,seat of a first-order administrative division,942.0
Saro Kallay,,
Volnovakha,seat of a second-order administrative division,23731.0
Faraspal,,
Ventanilla,third-order administrative division,0.0
Peri,peak,0.0
Barang,locality,0.0
Dhoobley,,
Malangwa,populated place,0.0
Bellavista,second-order administrative division,0.0
Warri South district,,
Jand,seat of a first-order administrative division,144865.0
Nani,populated place,0.0
Faizabad district,populated place,153047.0
Qarghayi,,
Kananga,seat of a first-order administrative division,463546.0
Carranglan,populated place,11017.0
Bara Bandai,populated place,0.0
Erigavo,mountain,0.0
Laukkai,,
Mae Laen,locality,0.0
Asillo district,,
Motihari,populated place,112144.0
Gerille,school,0.0
Sakrand,populated place,31630.0
Dokan,second-order administrative division,0.0
Aguacatan,second-order administrative division,0.0
Sahagun,populated place,28647.0
Tarhunah,populated place,210697.0
Puttalam,populated place,45661.0
Khan Shine,populated place,1358318.0
Rampur District,seat of a first-order administrative division,700133.0
Barranquillita,populated place,0.0
Whitecross,populated place,780.0
Chonhar,populated place,0.0
El Cacao,locality,0.0
Malinao,populated place,4264.0
Sibuhuan,seat of a second-order administrative division,0.0
Tamalameque,second-order administrative division,14046.0
Graz,seat of a first-order administrative division,222326.0
Bisho,seat of a first-order administrative division,137287.0
Calbayog,populated place,67921.0
Kapalong,populated place,0.0
Irene,locality,0.0
Oragitok,,
Inayat Qala,populated place,0.0
Arce,second-order administrative division,53186.0
Jurn,field(s),0.0
Gojra,populated place,139726.0
Chuhr Chak,populated place,0.0
Huizucar,populated place,0.0
Sapele,seat of a second-order administrative division,161686.0
Bhubaneswar,seat of a first-order administrative division,762243.0
Hathras,populated place,126882.0
Qalqilyah,populated place,43212.0
Deir Mawas,populated place,40609.0
Bidhannagar,,
Lal Pur,populated place,0.0
Guapi,airport,0.0
Mancotal,populated place,0.0
Villepinte,populated place,37114.0
Prestwich,populated place,32125.0
Chunnakam,populated place,0.0
Fata Burnu,,
Lisala,populated place,70087.0
Maghar,populated place,18915.0
Labuo,populated place,0.0
Perpignan,seat of a second-order administrative division,110706.0
Tocota,populated place,0.0
Qazi Ahmed,,
Carhuauran,populated place,0.0
Paramonga,seat of a third-order administrative division,27631.0
Lomas de Zamora,second-order administrative division,613192.0
Aroroy,seat of a third-order administrative division,3513.0
Solana,seat of a third-order administrative division,71475.0
Minas Canarias,,
Juniyah,seat of a second-order administrative division,96315.0
Garmab,populated place,0.0
Mong Kok,point,0.0
Atlantic Coast,hotel,0.0
Taru Jabba,populated place,0.0
Reading,seat of a second-order administrative division,318014.0
San Cayetano,second-order administrative division,5276.0
Dangerpora,,
Maceio,seat of a first-order administrative division,954991.0
Kecioren,second-order administrative division,848305.0
Kohali,populated place,0.0
Bello district,peak,0.0
Sherbak,stream,0.0
Rabat-i-Sangi,populated place,0.0
Piedras Blancas,second-order administrative division,0.0
Ain Rich,wadi,0.0
Finca Sacchen,farm,0.0
Lawrence,historical first-order administrative division,0.0
Secumba,,
Giciye,populated place,0.0
Zliten,populated place,109972.0
Ramsoo,populated place,0.0
Maswora,,
Aydin,seat of a first-order administrative division,163022.0
Basuba,locality,0.0
Zamboli,populated place,0.0
Tumtish,pan,0.0
Tutumbaru,,
Karamkot,populated place,0.0
Todka,populated place,0.0
Khak Chopan,populated place,0.0
Chawmanu,,
Pistoia,seat of a second-order administrative division,73832.0
Dihrawud district,,
Vankalai,populated place,0.0
Salta,seat of a first-order administrative division,512686.0
Mihtarlam district,,
Bururi,seat of a first-order administrative division,19740.0
Puri,populated place,170841.0
Offenbach,seat of a third-order administrative division,119192.0
Netrakona district,seat of a second-order administrative division,79016.0
Maranding,populated place,13694.0
Tubod,third-order administrative division,14206.0
Arbacow,,
Anislag,fourth-order administrative division,0.0
Semender,,
Catubig,seat of a third-order administrative division,4728.0
colombo,capital of a political entity,648034.0
Yeniaslanbasar,populated place,0.0
Palo,freely associated state,19907.0
Al-Harath,third-order administrative division,0.0
Pervomayskoye,area,0.0
Garta,populated place,0.0
Bekar,area,0.0
Kisante,populated place,4815.0
Tiruchirappalli,populated place,775484.0
Karubaga,airport,0.0
Putaccasa,populated place,0.0
Balud,seat of a third-order administrative division,2295.0
Raja,seat of a second-order administrative division,178916.0
Nachou,spur(s),0.0
Paramus,populated place,26974.0
Bagh,locality,0.0
Karaj,seat of a first-order administrative division,1448075.0
Karakocan district,,
Northridge,section of populated place,68469.0
Kundar,second-order administrative division,0.0
Gouripur,populated place,0.0
Barasat,populated place,298127.0
Wesh,populated place,0.0
Jalozai,populated place,0.0
Aurora,populated place,359407.0
Hirske,populated place,11046.0
Linamon,third-order administrative division,20341.0
Laudium,populated place,0.0
Eisenhuttenstadt,seat of a fourth-order administrative division,32052.0
Cholnar,populated place,0.0
Liang,seat of a first-order administrative division,367353.0
Amvrosiivksy district,,
Utrecht,seat of a first-order administrative division,290529.0
Linzo Sisene,,
Wokha district,,
Noshki,,
Dadsara,,
Rosh Hanikra,park,0.0
Bulan,seat of a third-order administrative division,28529.0
Borongan,seat of a third-order administrative division,16484.0
Barikot,populated place,0.0
Harardhere district,second-order administrative division,0.0
Matugama,populated place,0.0
Labo,seat of a third-order administrative division,18105.0
El Gavilan,locality,0.0
Gallarta,populated place,0.0
Al-Harth,second-order administrative division,0.0
Baloi,populated place,0.0
Shinkay,hill,0.0
Wattala,populated place,30725.0
Santo Domingo district,third-order administrative division,2625.0
Tagugpo,fourth-order administrative division,0.0
San Francisco Chinameca,populated place,0.0
Gichak,mountain,0.0
Narashino,second-order administrative division,165190.0
Akbarpura,populated place,0.0
Suriyawewa,third-order administrative division,0.0
Kagizman district,,
Juli,point,0.0
"Cebollal, El",mountain,0.0
Venecia,first-order administrative division,1234079.0
As Sahul,third-order administrative division,0.0
Bad Pakh district,,
Caqueza,second-order administrative division,16442.0
Pader district,second-order administrative division,0.0
Rio Tuna,stream,0.0
Sanghar district,second-order administrative division,0.0
Alobo,fourth-order administrative division,0.0
Keegam,,
Baka Khel,populated place,0.0
San Sebastian de Yali district,,
Spera district,lake,0.0
Kahmard district,,
Niangara,populated place,0.0
Rutana,seat of a first-order administrative division,20893.0
Bagmara,locality,0.0
Malagazi,,
Ranji,populated place,0.0
Pampas,region,0.0
Weather Coast,populated locality,3800.0
Ballykelly,populated place,1735.0
Dinsor district,,
Gadid,locality,0.0
El Penon,mountain,0.0
Tangkura,point,0.0
Las Minas,mountain,0.0
Kawfil,populated place,0.0
Palnar,populated place,0.0
Daloa,seat of a first-order administrative division,215652.0
El Portillo,populated place,0.0
At Taiziyah district,,
Kafr el-Sheikh,first-order administrative division,3093754.0
Ladysmith,airport,0.0
Satila,populated place,0.0
Huahuapuquio,populated place,0.0
Dukku,second-order administrative division,0.0
Tangla,mountains,0.0
Namkham,hill,0.0
Spokane Valley,populated place,94919.0
San salvador,capital of a political entity,525990.0
Ginatilan,seat of a third-order administrative division,2699.0
Mara,first-order administrative division,1743830.0
Santa Maria Chiquimula,second-order administrative division,43562.0
Sadar,seat of a first-order administrative division,343122.0
Soni,populated place,0.0
Libug,populated place,0.0
Burqa,ruin(s),0.0
Namhkan,third-order administrative division,106030.0
Kaiserslautern,seat of a third-order administrative division,98732.0
Sarir,oilfield,0.0
Basram,populated place,0.0
Bongao,seat of a third-order administrative division,26518.0
Cadale,second-order administrative division,0.0
Wachi,administrative division,0.0
Uitenhage,populated place,228912.0
Sukabumi,populated place,276414.0
Goob Weyn,populated place,0.0
Manika,locality,0.0
El Adde,populated place,0.0
Zainapora,,
Qantara Gharb,second-order administrative division,0.0
Leer district,populated place,0.0
Khugyani district,,
Chapa Dara,,
Ruso ((District)),,
Arib,populated place,0.0
Malveira,populated place,4747.0
Panali,populated place,0.0
Mahin,populated place,0.0
Ogden,seat of a second-order administrative division,85444.0
Trujillo district,,
Habban,populated place,0.0
Zaytseve,populated place,0.0
Zalayah,,
Larnoo,,
Sirtych,,
San Pedro de Lovago,second-order administrative division,0.0
El Cardon,populated place,58926.0
Watapur district,,
Toshkivka,populated place,4926.0
Ghajar,populated place,0.0
Pibor,seat of a first-order administrative division,0.0
Prome,populated place,135308.0
Karez Elyas,populated place,0.0
Bellaghy,populated place,1072.0
Zikim,populated place,0.0
Bishnah,populated place,11645.0
Buca,second-order administrative division,454112.0
Podujevo,seat of a second-order administrative division,35000.0
Mukjar,populated place,0.0
La Montanita district,,
Sawombung,,
Nowgam,,
Vellaveli,populated place,0.0
Palian,second-order administrative division,63899.0
Surgut,populated place,300367.0
Schaumburg,populated place,74693.0
Bakhmutivka,populated place,0.0
Taybet al-Imam,,
Bago,seat of a first-order administrative division,244376.0
Chandwa,populated place,0.0
Dara Adam Khel,,
Doruma,populated place,0.0
Tinte,forest reserve,0.0
Urmia,seat of a first-order administrative division,577307.0
Dailekh district,,
Ezo,island,5500000.0
Torghar,mountain,0.0
Kamari,field(s),0.0
Kahda,populated place,0.0
Koirengei,,
San Bernardo,populated place,743372.0
Benoy-Vedeno,populated place,0.0
Chintur,,
San Anton,second-order administrative division,0.0
Buraiqeh district,,
Sayid Karam,,
Bandar Abbas,seat of a first-order administrative division,352173.0
Decani,seat of a second-order administrative division,50500.0
Rogberi,populated place,0.0
Colombia district,seat of a first-order administrative division,133803.0
Muntinlupa,third-order administrative division,504509.0
Jabal Saraj district,,
Sea Island,capital of a political entity,53300.0
Padilla,second-order administrative division,0.0
Baraya district,plain(s),0.0
Katunayake,seat of a third-order administrative division,84643.0
Cachira,second-order administrative division,10619.0
Tahab,populated place,0.0
Yakhchal,area,0.0
Nasro Qala,,
Moulvibazar,populated place,57441.0
Bandugaon,,
Sindelfingen,populated place,61311.0
Monaragala district,second-order administrative division,410074.0
T. Minou,,
Igbaras,seat of a third-order administrative division,0.0
Qambarabad,,
Loma Linda,populated place,24045.0
Los Mangos,locality,0.0
Brindisi,seat of a second-order administrative division,78548.0
Kamlapur,populated place,0.0
Karwangah,area,0.0
Manampitiya,locality,0.0
Balas,populated place,0.0
Kaski district,,
Muniguda,railroad station,0.0
Cazin,seat of a third-order administrative division,21741.0
Bou Ismail,populated place,22411.0
Cap Sirring,,
Dan Kouj,,
Ghourian,,
Kawkaba,populated place,0.0
Gichk,area,0.0
Aparri,seat of a third-order administrative division,33230.0
Monaghan,populated place,5937.0
Khaulan,tribal area,0.0
Mapaluca,,
Catembe,locality,0.0
Jalukbari,,
Levie,populated place,732.0
Qarghai,seat of a second-order administrative division,0.0
Dawawa,,
Idak,populated place,0.0
Jiyeh,area,0.0
Beliaberah,,
Amadi,first-order administrative division,171910.0
Idiazabal,populated place,1567.0
Dolev,nature reserve,0.0
Aterk,populated place,0.0
Salinas,first-order administrative division,31078.0
Palmitos,populated place,14385.0
Wazir Dhand,,
Ammi Moussa,populated place,23001.0
Mohmand,area,0.0
Lala Maydan,populated place,0.0
Ndele,second-order administrative division,13704.0
